No.,Year.Built,BuildingArea,AreaUnits,Type,County,City,Price.USD
12071,1985,0,sqft,MULTI_FAMILY,Rockdale County,Conyers,245000
12072,0,0,sqft,LOT,Rockdale County,Conyers,50000
12073,0,0,Acres,LOT,Rockdale County,Conyers,1100000
12074,0,0,sqft,LOT,Rockdale County,Conyers,20000
12075,0,0,sqft,LOT,Rockdale County,Conyers,20000
12076,0,0,sqft,LOT,Rockdale County,Conyers,15000
12077,0,0,sqft,LOT,Rockdale County,Conyers,15000
12078,1980,0,Acres,SINGLE_FAMILY,Bibb County,Macon,139900
12079,1961,2900,Acres,SINGLE_FAMILY,Bibb County,Macon,259900
12080,2011,4051,Acres,SINGLE_FAMILY,Bibb County,Macon,1748500
12081,0,0,Acres,LOT,Bibb County,Macon,185000
12082,1971,0,Acres,SINGLE_FAMILY,Bibb County,Macon,189000
12083,2021,2405,Acres,SINGLE_FAMILY,Bibb County,Macon,229990
12084,0,0,Acres,LOT,Houston County,Warner Robins,60000
12085,0,0,Acres,LOT,Houston County,Warner Robins,22000
12086,0,0,Acres,LOT,Houston County,Warner Robins,22000
12087,0,0,Acres,LOT,Houston County,Warner robins,22000
12088,1900,0,Acres,SINGLE_FAMILY,Bibb County,Macon,74900
12089,1960,1336,Acres,MULTI_FAMILY,Houston County,Warner robins,97500
12090,1962,1248,Acres,SINGLE_FAMILY,Bibb County,Macon,64999
12091,1970,1056,sqft,MULTI_FAMILY,Bibb County,Macon,49500
12092,1920,0,sqft,SINGLE_FAMILY,Peach County,Byron,48500
12093,1992,0,Acres,SINGLE_FAMILY,Houston County,Warner Robins,275000
12094,1945,0,Acres,SINGLE_FAMILY,Bibb County,Macon,65000
12095,1927,2093,sqft,SINGLE_FAMILY,Muscogee County,Columbus,164900
12096,1923,980,sqft,SINGLE_FAMILY,Muscogee County,Columbus,79000
12097,1951,3300,sqft,SINGLE_FAMILY,Muscogee County,Columbus,165000
12098,1943,946,sqft,SINGLE_FAMILY,Muscogee County,Columbus,95000
12099,1984,1155,sqft,SINGLE_FAMILY,Muscogee County,Columbus,109967
12100,1969,0,sqft,MULTI_FAMILY,Muscogee County,Columbus,75000
12101,1968,0,sqft,MULTI_FAMILY,Muscogee County,Columbus,72900
12102,1969,0,sqft,MULTI_FAMILY,Muscogee County,Columbus,75000
12103,1921,1845,sqft,SINGLE_FAMILY,Muscogee County,Columbus,385000
12104,1941,1377,Acres,MULTI_FAMILY,Muscogee County,Columbus,75000
12105,1947,984,sqft,SINGLE_FAMILY,Muscogee County,Columbus,25000
12106,2007,805,sqft,SINGLE_FAMILY,Gordon County,Calhoun,98000
12107,2019,0,sqft,CONDO,Gordon County,Calhoun,220000
12108,0,0,sqft,LOT,Gordon County,Calhoun,1388000
12109,0,0,Acres,LOT,Gordon County,Calhoun,466800
12110,1945,0,Acres,SINGLE_FAMILY,Gordon County,Calhoun,109900
12111,2021,1813,sqft,SINGLE_FAMILY,Gordon County,Calhoun,225900
12112,2019,0,Acres,SINGLE_FAMILY,Gordon County,Calhoun,279900
12113,2021,2448,sqft,SINGLE_FAMILY,Gordon County,Calhoun,263900
12114,2021,1813,sqft,SINGLE_FAMILY,Gordon County,Calhoun,225900
12115,2021,1813,sqft,SINGLE_FAMILY,Gordon County,Calhoun,225900
12116,2006,2339,sqft,SINGLE_FAMILY,Gordon County,Calhoun,285000
12117,1983,6354,Acres,SINGLE_FAMILY,Gordon County,Calhoun,710000
12118,1900,1146,Acres,SINGLE_FAMILY,Gordon County,Calhoun,159900
12119,2021,2500,Acres,SINGLE_FAMILY,Gordon County,Calhoun,409900
12120,2005,2484,sqft,TOWNHOUSE,Gordon County,Calhoun,234900
12121,1900,0,Acres,LOT,Gordon County,Calhoun,3787500
12122,2021,2458,sqft,SINGLE_FAMILY,Gordon County,Calhoun,263900
12123,1900,0,Acres,LOT,Gordon County,Calhoun,19740000
12124,1950,1268,Acres,SINGLE_FAMILY,Gordon County,Calhoun,169500
12125,0,0,Acres,MULTI_FAMILY,Gordon County,Calhoun,110000
12126,1974,1306,Acres,SINGLE_FAMILY,Gordon County,Calhoun,139900
12127,0,0,Acres,LOT,Gordon County,Calhoun,995000
12128,1969,0,Acres,MULTI_FAMILY,Gordon County,Calhoun,995000
12129,0,0,Acres,LOT,Gordon County,Calhoun,7900
12130,0,0,Acres,LOT,Gordon County,Calhoun,19900
12131,1954,1376,sqft,SINGLE_FAMILY,Cobb County,Marietta,350000
12132,1963,2150,Acres,SINGLE_FAMILY,Cobb County,Smyrna,395000
12133,1950,1396,sqft,SINGLE_FAMILY,Cobb County,Marietta,249900
12134,2005,3495,sqft,TOWNHOUSE,Cobb County,Marietta,600000
12135,1953,1491,sqft,SINGLE_FAMILY,Cobb County,Smyrna,399900
12136,1968,2856,Acres,SINGLE_FAMILY,Cobb County,Marietta,440000
12137,1957,2419,sqft,SINGLE_FAMILY,Cobb County,Marietta,425000
12138,1962,1701,sqft,SINGLE_FAMILY,Cobb County,Marietta,379900
12139,1941,819,sqft,TOWNHOUSE,Cobb County,Marietta,145000
12140,1959,1218,sqft,SINGLE_FAMILY,Cobb County,Smyrna,300000
12141,1974,2164,Acres,SINGLE_FAMILY,Cobb County,Marietta,425000
12142,1970,0,Acres,SINGLE_FAMILY,Cobb County,Marietta,399999
12143,1970,1616,Acres,SINGLE_FAMILY,Cobb County,Marietta,399999
12144,1951,0,sqft,SINGLE_FAMILY,Cobb County,Marietta,200000
12145,0,0,sqft,LOT,Cobb County,Marietta,52999
12146,2021,1826,sqft,TOWNHOUSE,Cobb County,Marietta,351980
12147,1980,1814,sqft,TOWNHOUSE,Fulton County,Atlanta,595000
12148,2016,2092,sqft,CONDO,Fulton County,Atlanta,849900
12149,1924,828,sqft,CONDO,Fulton County,Atlanta,225000
12150,1908,2143,sqft,CONDO,Fulton County,Atlanta,625000
12151,1965,655,sqft,SINGLE_FAMILY,Fulton County,Atlanta,134900
12152,2008,1184,sqft,CONDO,Fulton County,Atlanta,569900
12153,2021,1790,sqft,TOWNHOUSE,Fulton County,Atlanta,595000
12154,2006,950,sqft,CONDO,Fulton County,Atlanta,285000
12155,2008,1201,sqft,CONDO,Fulton County,Atlanta,549900
12156,1993,1430,sqft,CONDO,Fulton County,Atlanta,340000
12157,2002,1975,sqft,CONDO,Fulton County,Atlanta,714900
12158,2019,0,sqft,TOWNHOUSE,Fulton County,Atlanta,595000
12159,1965,1188,sqft,SINGLE_FAMILY,Fulton County,Atlanta,267500
12160,1920,3167,sqft,SINGLE_FAMILY,Fulton County,Atlanta,1295750
12161,2005,0,sqft,MULTI_FAMILY,Fulton County,Atlanta,302000
12162,2008,1320,sqft,CONDO,Fulton County,Atlanta,550000
12163,1962,0,sqft,MULTI_FAMILY,Fulton County,Atlanta,219000
12164,1963,631,sqft,CONDO,Fulton County,Atlanta,167900
12165,1920,1475,sqft,CONDO,Fulton County,Atlanta,342500
12166,1999,942,sqft,CONDO,Fulton County,Atlanta,349000
12167,1955,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,205000
12168,2005,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,299900
12169,1989,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,30000
12170,1964,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,215000
12171,1970,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,165000
12172,1959,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,63000
12173,1986,0,sqft,CONDO,Chatham County,Savannah,137000
12174,1960,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,170000
12175,1965,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,156500
12176,1988,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,329000
12177,1958,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,96000
12178,1945,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,185000
12179,1945,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,110000
12180,1956,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,120000
12181,1984,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,625000
12182,1953,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,225000
12183,0,1078,sqft,SINGLE_FAMILY,Chatham County,Savannah,210000
12184,1998,0,sqft,CONDO,Chatham County,Savannah,78000
12185,1955,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,340000
12186,1958,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,135000
12187,1956,0,sqft,LOT,Chatham County,Savannah,79900
12188,0,0,sqft,LOT,Chatham County,Savannah,59900
12189,1975,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,327900
12190,1961,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,329000
12191,1961,1999,sqft,CONDO,Fulton County,Atlanta,230000
12192,2018,5241,sqft,SINGLE_FAMILY,Fulton County,Atlanta,1995000
12193,2011,2040,sqft,TOWNHOUSE,Fulton County,Atlanta,549000
12194,1925,1522,sqft,CONDO,Fulton County,Atlanta,375000
12195,1938,0,sqft,SINGLE_FAMILY,Fulton County,Atlanta,1495000
12196,1997,1567,sqft,CONDO,Fulton County,Atlanta,420000
12197,1959,0,Acres,SINGLE_FAMILY,Fulton County,Atlanta,829000
12198,2005,8235,Acres,SINGLE_FAMILY,Fulton County,Atlanta,2750000
12199,1999,3644,sqft,SINGLE_FAMILY,Fulton County,Atlanta,745000
12200,1988,807,sqft,CONDO,Fulton County,Atlanta,205900
12201,2017,3721,sqft,TOWNHOUSE,Fulton County,Atlanta,1370000
12202,1925,0,sqft,SINGLE_FAMILY,Fulton County,Atlanta,740000
12203,1968,0,sqft,CONDO,Fulton County,Atlanta,283900
12204,1953,3378,Acres,SINGLE_FAMILY,Fulton County,Atlanta,1075000
12205,1974,0,sqft,TOWNHOUSE,Fulton County,Atlanta,885000
12206,2004,1060,sqft,CONDO,Fulton County,Atlanta,420000
12207,2001,1826,sqft,SINGLE_FAMILY,Fulton County,Atlanta,699000
12208,1961,4624,Acres,SINGLE_FAMILY,Fulton County,Atlanta,1795000
12209,1950,3211,Acres,SINGLE_FAMILY,Fulton County,Atlanta,1049000
12210,1958,800,Acres,CONDO,Fulton County,Atlanta,125000
12211,2003,1975,Acres,SINGLE_FAMILY,Wheeler County,Alamo,398250
12212,0,0,Acres,LOT,Laurens County,Alamo,16100
12213,1900,0,Acres,SINGLE_FAMILY,Wheeler County,Alamo,398000
12214,1948,1728,Acres,SINGLE_FAMILY,Wheeler County,Alamo,104900
12215,2003,0,Acres,SINGLE_FAMILY,Brantley County,Nahunta,649000
12216,1994,0,Acres,SINGLE_FAMILY,Brantley County,Nahunta,649900
12217,0,0,Acres,LOT,Brantley County,Nahunta,149900
12218,2001,0,sqft,SINGLE_FAMILY,Brantley County,Nahunta,185000
12219,1997,0,Acres,SINGLE_FAMILY,Brantley County,Nahunta,59900
12220,1975,0,Acres,SINGLE_FAMILY,Brantley County,Nahunta,330000
12221,1950,0,Acres,SINGLE_FAMILY,Brantley County,Nahunta,61500
12222,0,0,Acres,LOT,Laurens County,Rentz,289000
12223,1840,0,sqft,SINGLE_FAMILY,Bibb County,Macon,57000
12224,2021,1063,sqft,SINGLE_FAMILY,Bibb County,Macon,170000
12225,1975,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,225000
12226,1960,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,120000
12227,2012,0,sqft,TOWNHOUSE,Chatham County,Savannah,205000
12228,1980,0,sqft,CONDO,Chatham County,Savannah,73500
12229,1964,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,144500
12230,1963,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,262900
12231,1961,1456,sqft,SINGLE_FAMILY,Chatham County,Savannah,225000
12232,2005,0,sqft,CONDO,Chatham County,Savannah,124900
12233,1999,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,479900
12234,2018,0,sqft,TOWNHOUSE,Chatham County,Savannah,214900
12235,2019,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,365000
12236,1957,1533,sqft,SINGLE_FAMILY,Chatham County,Savannah,274900
12237,1960,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,179000
12238,1959,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,180000
12239,1995,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,675000
12240,1963,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,185000
12241,1958,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,225000
12242,1935,0,Acres,SINGLE_FAMILY,Cook County,Lenox,69900
12243,1958,0,sqft,SINGLE_FAMILY,Cook County,Lenox,89900
12244,1951,0,Acres,SINGLE_FAMILY,Tift County,Lenox,219900
12245,0,0,Acres,LOT,Colquitt County,Lenox,36900
12246,0,0,Acres,LOT,Colquitt County,Lenox,34900
12247,1969,0,Acres,LOT,Cook County,Lenox,78000
12248,2003,1988,Acres,SINGLE_FAMILY,White County,Cleveland,199900
12249,0,0,Acres,LOT,White County,Cleveland,39000
12250,0,0,sqft,LOT,White County,Cleveland,48900
12251,1978,1040,Acres,SINGLE_FAMILY,White County,Cleveland,179000
12252,2005,0,Acres,SINGLE_FAMILY,Lumpkin County,Cleveland,324900
12253,2004,1632,Acres,SINGLE_FAMILY,White County,Cleveland,419000
12254,0,0,Acres,LOT,White County,Cleveland,18000
12255,2008,0,sqft,SINGLE_FAMILY,White County,Cleveland,212900
12256,1957,1008,Acres,SINGLE_FAMILY,White County,Cleveland,189900
12257,1986,2906,Acres,SINGLE_FAMILY,White County,Cleveland,328000
12258,0,0,Acres,LOT,White County,Cleveland,839000
12259,0,0,Acres,LOT,White County,Cleveland,1371200
12260,0,0,Acres,LOT,White County,Cleveland,490000
12261,1996,0,sqft,SINGLE_FAMILY,White County,Cleveland,55000
12262,1982,2976,Acres,SINGLE_FAMILY,White County,Cleveland,375000
12263,1991,1816,Acres,SINGLE_FAMILY,White County,Cleveland,449000
12264,1998,0,Acres,SINGLE_FAMILY,White County,Cleveland,295000
12265,1983,1425,Acres,SINGLE_FAMILY,White County,Cleveland,378000
12266,1997,2905,Acres,SINGLE_FAMILY,Talbot County,Box Springs,375000
12267,0,0,sqft,LOT,Talbot County,Box Springs,130000
12268,0,0,Acres,LOT,Talbot County,Box Springs,24988
12269,0,0,Acres,LOT,Talbot County,Box Springs,599610
12270,1965,2386,Acres,SINGLE_FAMILY,Talbot County,Box Springs,365000
12271,1971,1491,Acres,SINGLE_FAMILY,Bibb County,Macon,90000
12272,1955,1095,Acres,SINGLE_FAMILY,Twiggs County,Macon,80000
12273,2021,2009,Acres,SINGLE_FAMILY,Jones County,Macon,202990
12274,2018,1650,Acres,SINGLE_FAMILY,Jones County,Macon,185000
12275,1998,0,Acres,SINGLE_FAMILY,Jones County,Macon,124900
12276,0,0,sqft,LOT,Bibb County,Macon,145550
12277,0,0,sqft,LOT,Bibb County,Macon,10000
12278,0,0,Acres,LOT,Jones County,Macon,150000
12279,0,0,Acres,LOT,Bibb County,Macon,15000
12280,0,0,sqft,LOT,Bibb County,Macon,9000
12281,0,0,Acres,LOT,Twiggs County,Macon,19999
12282,0,0,Acres,LOT,Jones County,Macon,13500
12283,0,0,Acres,LOT,Bibb County,Macon,8500
12284,0,0,Acres,LOT,Bibb County,Macon,8000
12285,1900,882,sqft,SINGLE_FAMILY,Bibb County,Macon,35000
12286,2021,2002,Acres,SINGLE_FAMILY,Jones County,Macon,201990
12287,2021,2217,Acres,SINGLE_FAMILY,Jones County,Macon,209990
12288,2021,1606,Acres,SINGLE_FAMILY,Jones County,Macon,192990
12289,1958,1248,sqft,SINGLE_FAMILY,Bibb County,Macon,31000
12290,2009,0,Acres,SINGLE_FAMILY,Bibb County,Macon,47500
12291,2009,1310,Acres,SINGLE_FAMILY,Bibb County,Macon,47500
12292,2021,1811,Acres,SINGLE_FAMILY,Jones County,Macon,197990
12293,2014,1945,Acres,TOWNHOUSE,Forsyth County,Suwanee,379900
12294,2014,3177,sqft,SINGLE_FAMILY,Forsyth County,Cumming,569900
12295,1993,0,Acres,SINGLE_FAMILY,Fulton County,Duluth,600000
12296,2005,2034,sqft,TOWNHOUSE,Fulton County,Johns Creek,365000
12297,2001,3365,sqft,SINGLE_FAMILY,Fulton County,Duluth,729000
12298,1994,1877,Acres,SINGLE_FAMILY,Forsyth County,Cumming,379900
12299,1994,2759,Acres,SINGLE_FAMILY,Fulton County,Johns Creek,499999
12300,1998,2448,Acres,SINGLE_FAMILY,Forsyth County,Cumming,480000
12301,1993,2920,Acres,SINGLE_FAMILY,Fulton County,Johns Creek,520000
12302,1997,1916,Acres,SINGLE_FAMILY,Forsyth County,Cumming,400000
12303,1994,2930,Acres,SINGLE_FAMILY,Fulton County,Johns Creek,574900
12304,1997,1868,sqft,SINGLE_FAMILY,Fulton County,Johns Creek,400000
12305,1993,3533,Acres,SINGLE_FAMILY,Fulton County,Duluth,580000
12306,2002,6463,Acres,SINGLE_FAMILY,Forsyth County,Suwanee,909000
12307,1996,2488,Acres,SINGLE_FAMILY,Fulton County,Duluth,485000
12308,1997,1776,sqft,TOWNHOUSE,Gwinnett County,Duluth,299900
12309,2018,4512,Acres,SINGLE_FAMILY,Forsyth County,Suwanee,897000
12310,1994,4200,Acres,SINGLE_FAMILY,Fulton County,Johns Creek,594900
12311,1995,3666,Acres,SINGLE_FAMILY,Forsyth County,Alpharetta,457000
12312,1993,0,sqft,SINGLE_FAMILY,Fulton County,Johns Creek,640000
12313,1988,3226,Acres,SINGLE_FAMILY,Fulton County,Johns Creek,484000
12314,2010,3720,sqft,SINGLE_FAMILY,Fulton County,Johns Creek,689000
12315,1991,1846,Acres,SINGLE_FAMILY,Fulton County,Alpharetta,479000
12316,2006,3236,sqft,SINGLE_FAMILY,Forsyth County,Suwanee,515000
12317,2011,4200,sqft,SINGLE_FAMILY,Fulton County,JOHNS CREEK,575000
12318,1971,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,199900
12319,1977,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,51157
12320,1952,0,sqft,SINGLE_FAMILY,Chatham County,Garden City,115000
12321,0,0,Acres,LOT,Chatham County,Savannah,49999
12322,1930,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,105000
12323,1935,0,Acres,SINGLE_FAMILY,Chatham County,Garden City,134700
12324,0,0,sqft,LOT,Chatham County,Garden City,25000
12325,1955,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,135000
12326,2021,1785,sqft,SINGLE_FAMILY,Chatham County,Savannah,285000
12327,1950,0,Acres,SINGLE_FAMILY,Chatham County,Savannah,55000
12328,1947,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,79000
12329,1913,0,sqft,SINGLE_FAMILY,Chatham County,Savannah,55000
12330,0,0,Acres,LOT,Chatham County,Savannah,139000
12331,1999,1760,Acres,SINGLE_FAMILY,Newton County,Covington,165000
12332,2021,0,sqft,SINGLE_FAMILY,Newton County,Covington,0
12333,2004,0,Acres,SINGLE_FAMILY,Newton County,Oxford,180000
12334,1965,1182,Acres,SINGLE_FAMILY,Newton County,Covington,175000
12335,2002,4477,Acres,SINGLE_FAMILY,Newton County,Covington,474900
12336,1890,2068,Acres,SINGLE_FAMILY,Newton County,Covington,299900
12337,1927,1506,sqft,SINGLE_FAMILY,Newton County,Porterdale,199000
12338,1922,1644,Acres,SINGLE_FAMILY,Newton County,Oxford,249900
12339,1998,1648,Acres,SINGLE_FAMILY,Newton County,Covington,220000
12340,1955,1100,sqft,SINGLE_FAMILY,Newton County,Covington,178000
12341,1982,3196,Acres,SINGLE_FAMILY,Newton County,Covington,229900
12342,1916,0,sqft,SINGLE_FAMILY,Newton County,Covington,170000
12343,1978,600,sqft,SINGLE_FAMILY,Newton County,Covington,119999
12344,1859,4300,Acres,SINGLE_FAMILY,Newton County,Covington,495000
12345,1945,1500,Acres,SINGLE_FAMILY,Newton County,Covington,199900
12346,1971,1056,Acres,SINGLE_FAMILY,Newton County,Covington,144900
12347,1964,924,Acres,SINGLE_FAMILY,Newton County,Covington,89900
12348,0,0,Acres,LOT,Newton County,Covington,29900
12349,0,0,Acres,LOT,Newton County,Covington,49000
12350,0,0,Acres,LOT,Newton County,Covington,11000
12351,0,0,Acres,LOT,Newton County,Covington,305000
12352,1986,0,Acres,MULTI_FAMILY,Newton County,Covington,200000
12353,1985,0,Acres,MULTI_FAMILY,Newton County,Covington,150000
12354,1986,0,Acres,MULTI_FAMILY,Newton County,Covington,200000
12355,2021,1746,sqft,TOWNHOUSE,Newton County,Covington,225050
12356,1981,2542,Acres,SINGLE_FAMILY,Fulton County,Roswell,500000
12357,1973,3109,Acres,SINGLE_FAMILY,Fulton County,Roswell,489900
12358,1985,0,sqft,CONDO,Fulton County,Roswell,290200
12359,1982,0,Acres,SINGLE_FAMILY,Fulton County,Roswell,477900
12360,1975,2928,sqft,TOWNHOUSE,Fulton County,Roswell,380000
12361,1993,4038,Acres,SINGLE_FAMILY,Fulton County,Roswell,650000
12362,1987,2850,Acres,SINGLE_FAMILY,Fulton County,Roswell,480000
12363,1975,2980,Acres,SINGLE_FAMILY,Fulton County,Roswell,450000
12364,1975,2480,Acres,SINGLE_FAMILY,Fulton County,Roswell,450000
12365,1976,2368,Acres,SINGLE_FAMILY,Fulton County,Roswell,505000
12366,1987,3412,Acres,SINGLE_FAMILY,Fulton County,Roswell,700000
12367,1992,2763,sqft,SINGLE_FAMILY,Fulton County,Roswell,799000
12368,1983,1280,sqft,TOWNHOUSE,Fulton County,Roswell,239900
12369,2012,7200,Acres,SINGLE_FAMILY,Fulton County,Roswell,1350000
12370,1991,3226,Acres,SINGLE_FAMILY,Fulton County,Roswell,430000
12371,1979,1793,sqft,SINGLE_FAMILY,Fulton County,Roswell,400000
12372,2001,1642,sqft,TOWNHOUSE,Fulton County,Roswell,330000
12373,1979,1742,Acres,SINGLE_FAMILY,Fulton County,Roswell,350000
12374,1998,2913,sqft,SINGLE_FAMILY,Fulton County,Roswell,625000
12375,1983,1240,sqft,CONDO,Fulton County,Roswell,224999
12376,1980,1626,Acres,SINGLE_FAMILY,Fulton County,Roswell,338000
12377,1985,3631,Acres,SINGLE_FAMILY,Fulton County,Roswell,685000
12378,1988,2780,Acres,SINGLE_FAMILY,Fulton County,Roswell,500000
12379,1985,0,sqft,CONDO,Fulton County,Roswell,239500
12380,1985,2032,sqft,SINGLE_FAMILY,Fulton County,Roswell,469900
12381,2021,1966,sqft,SINGLE_FAMILY,Richmond County,Augusta,495000
12382,2021,1966,sqft,SINGLE_FAMILY,Richmond County,Augusta,495000
12383,2021,1966,sqft,SINGLE_FAMILY,Richmond County,Augusta,495000
12384,1926,642,sqft,SINGLE_FAMILY,Richmond County,Augusta,35000
12385,0,0,Acres,LOT,Richmond County,Augusta,22900
12386,1965,0,Acres,SINGLE_FAMILY,Effingham County,Bloomingdale,5480000
12387,0,0,Acres,LOT,Effingham County,Bloomingdale,1739500
12388,0,0,Acres,LOT,Effingham County,Bloomingdale,60000
12389,0,0,Acres,LOT,Effingham County,Bloomingdale,100000
12390,1995,0,Acres,SINGLE_FAMILY,Chatham County,Bloomingdale,475000
12391,0,0,Acres,LOT,Chatham County,Bloomingdale,725000
12392,2009,0,Acres,SINGLE_FAMILY,Effingham County,Bloomingdale,1189900
12393,1999,0,Acres,LOT,Chatham County,Bloomingdale,990000
12394,1940,0,Acres,MULTI_FAMILY,Chatham County,Bloomingdale,240000
12395,0,0,Acres,LOT,Chatham County,Bloomingdale,699900
12396,0,0,Acres,LOT,Chatham County,Bloomingdale,550000
12397,0,0,Acres,LOT,Chatham County,Bloomingdale,64900
12398,0,0,Acres,LOT,Chatham County,Bloomingdale,279000
12399,1994,0,Acres,LOT,Chatham County,Bloomingdale,5600000
12400,0,0,Acres,LOT,Chatham County,Bloomingdale,550000
12401,0,0,Acres,LOT,Chatham County,Bloomingdale,1000000
12402,0,0,Acres,LOT,Berrien County,Ray City,215000
12403,0,0,Acres,LOT,Berrien County,Ray City,39900
12404,0,0,Acres,LOT,Berrien County,Ray City,60000
12405,0,0,Acres,LOT,Berrien County,Ray City,83500
12406,0,0,Acres,LOT,Berrien County,Ray City,12000
12407,0,0,Acres,LOT,Wilkes County,Washington,315000
12408,0,0,Acres,LOT,Wilkes County,Washington,350420
12409,1955,1640,Acres,SINGLE_FAMILY,Wilkes County,Washington,224900
12410,2010,2265,Acres,SINGLE_FAMILY,Wilkes County,Washington,499900
12411,1963,1690,Acres,SINGLE_FAMILY,Wilkes County,Washington,99500
12412,1925,3747,Acres,SINGLE_FAMILY,Wilkes County,Washington,280000
12413,1900,0,Acres,SINGLE_FAMILY,Wilkes County,Washington,40000
12414,1813,5084,Acres,SINGLE_FAMILY,Wilkes County,Washington,725000
12415,0,0,Acres,LOT,Wilkes County,Washington,1701000
12416,1925,2020,Acres,SINGLE_FAMILY,Wilkes County,Washington,268900
12417,1836,7006,Acres,SINGLE_FAMILY,Wilkes County,Washington,960000
12418,1877,5094,Acres,SINGLE_FAMILY,Wilkes County,Washington,468000
12419,0,0,Acres,LOT,Wilkes County,Washington,357728
12420,1816,4505,Acres,SINGLE_FAMILY,Wilkes County,Washington,248000
12421,1818,5812,Acres,SINGLE_FAMILY,Wilkes County,Washington,1290000
12422,1996,840,Acres,LOT,Wilkes County,Washington,230000
